epoch,lr,step,test_acc,test_acc_top5,test_ece,test_loss,train_acc_epoch,train_acc_step,train_acc_top5_epoch,train_acc_top5_step,train_ece_epoch,train_ece_step,train_loss_epoch,train_loss_step,val_acc,val_acc_top5,val_ece,val_loss
0,,14,,,,,0.03125,,0.08749999850988388,,0.02915119007229805,,5.962785243988037,,,,,
1,,29,,,,,0.11666666716337204,,0.24166665971279144,,0.11298222094774246,,5.8487935066223145,,,,,
2,,44,,,,,0.13645833730697632,,0.2718749940395355,,0.13176167011260986,,5.74332332611084,,,,,
3,0.30379998683929443,49,,,,,,0.1875,,0.421875,,0.18177460134029388,,5.593374252319336,,,,
3,,49,0.16088815033435822,0.30161017179489136,0.15574334561824799,5.7116007804870605,,,,,,,,,0.2750000059604645,0.5099999904632568,0.27013394236564636,5.581582546234131
3,,59,,,,,0.15260416269302368,,0.30000001192092896,,0.14667753875255585,,5.6344146728515625,,,,,
4,,74,,,,,0.15937499701976776,,0.3265624940395355,,0.15180173516273499,,5.53386116027832,,,,,
5,,89,,,,,0.15625,,0.3203125,,0.14716076850891113,,5.448934078216553,,,,,
6,0.6137999892234802,99,,,,,,0.140625,,0.359375,,0.12931983172893524,,5.314408302307129,,,,
6,,99,0.18350693583488464,0.31986314058303833,0.17326456308364868,5.459470272064209,,,,,,,,,0.29499998688697815,0.5350000262260437,0.2850736081600189,5.200493335723877
6,,104,,,,,0.15833333134651184,,0.33802083134651184,,0.14708100259304047,,5.360698223114014,,,,,
7,,119,,,,,0.1901041716337204,,0.3671875,,0.17603138089179993,,5.233595848083496,,,,,
8,,134,,,,,0.1901041716337204,,0.35989582538604736,,0.17318786680698395,,5.164831638336182,,,,,
9,0.923799991607666,149,,,,,,0.1875,,0.375,,0.16773907840251923,,5.075817108154297,,,,
