epoch,lr,step,test_acc,test_loss,train_acc_epoch,train_acc_step,train_loss_epoch,train_loss_step,val_acc,val_loss
0,,14,,,0.09427083283662796,,5.853643417358398,,,
1,,29,,,0.2901041805744171,,5.274808883666992,,,
2,,44,,,0.33802083134651184,,4.893170356750488,,,
3,0.000195999993593432,49,,,,0.46875,,4.3891496658325195,,
3,,49,0.335997074842453,4.8285136222839355,,,,,0.6200000047683716,4.0069756507873535
3,,59,,,0.38333332538604736,,4.526801586151123,,,
4,,74,,,0.41979166865348816,,4.251283645629883,,,
5,,89,,,0.47187501192092896,,3.968230724334717,,,
6,0.00039599998854100704,99,,,,0.515625,,3.5975842475891113,,
6,,99,0.4034824073314667,4.007851600646973,,,,,0.7450000047683716,2.597169876098633
6,,104,,,0.48906248807907104,,3.7203218936920166,,,
7,,119,,,0.5635416507720947,,3.3090503215789795,,,
8,,134,,,0.604687511920929,,3.092273712158203,,,
9,0.0005959999980404973,149,,,,0.625,,2.797847032546997,,
9,,149,0.46592456102371216,3.3461031913757324,,,,,0.8600000143051147,1.561307668685913
9,,149,,,0.6333333253860474,,2.868987798690796,,,
10,,164,,,0.6677083373069763,,2.6355509757995605,,,
11,,179,,,0.7130208611488342,,2.404118776321411,,,
12,,194,,,0.7520833611488342,,2.2143635749816895,,,
13,0.0007960000075399876,199,,,,0.765625,,2.119155168533325,,
13,,199,0.506804883480072,2.89630126953125,,,,,0.9549999833106995,0.8925268054008484
13,,209,,,0.765625,,2.1336042881011963,,,
14,,224,,,0.8166666626930237,,1.9437233209609985,,,
15,,239,,,0.8005208373069763,,1.9372667074203491,,,
16,0.0009960000170394778,249,,,,0.859375,,1.6169397830963135,,
16,,249,0.531270444393158,2.634836196899414,,,,,0.9700000286102295,0.5715239644050598
16,,254,,,0.8317708373069763,,1.7919501066207886,,,
17,,269,,,0.8447916507720947,,1.7083039283752441,,,
18,,284,,,0.8442708253860474,,1.6631639003753662,,,
19,0.001196000026538968,299,,,,0.890625,,1.4559980630874634,,
19,,299,0.5446316599845886,2.4968724250793457,,,,,0.9750000238418579,0.38823357224464417
19,,299,,,0.8479166626930237,,1.6571476459503174,,,
20,,314,,,0.8661458492279053,,1.5910823345184326,,,
21,,329,,,0.8671875,,1.5657316446304321,,,
22,,344,,,0.8968750238418579,,1.4683953523635864,,,
23,0.0013960000360384583,349,,,,0.75,,1.781254529953003,,
23,,349,0.5475439429283142,2.412438154220581,,,,,0.9800000190734863,0.28452160954475403
23,,359,,,0.8895833492279053,,1.4529001712799072,,,
24,,374,,,0.890625,,1.4791357517242432,,,
25,,389,,,0.9026041626930237,,1.4282852411270142,,,
26,0.0015960000455379486,399,,,,0.890625,,1.4668829441070557,,
26,,399,0.5492936372756958,2.371654510498047,,,,,0.9900000095367432,0.23208311200141907
26,,404,,,0.9166666865348816,,1.3784548044204712,,,
27,,419,,,0.9036458134651184,,1.4034277200698853,,,
28,,434,,,0.9177083373069763,,1.3836339712142944,,,
29,0.0017960000550374389,449,,,,0.875,,1.420863151550293,,
29,,449,0.5509191155433655,2.3486106395721436,,,,,0.9950000047683716,0.19193622469902039
29,,449,,,0.9036458134651184,,1.4174668788909912,,,
30,,464,,,0.9177083373069763,,1.3584131002426147,,,
31,,479,,,0.925000011920929,,1.3555123805999756,,,
32,,494,,,0.9468749761581421,,1.2663968801498413,,,
33,0.001996000064536929,499,,,,0.875,,1.5457305908203125,,
33,,499,0.5571146607398987,2.315887928009033,,,,,0.9950000047683716,0.17098550498485565
33,,509,,,0.9385416507720947,,1.313582181930542,,,
34,,524,,,0.926562488079071,,1.3342190980911255,,,
35,,539,,,0.9348958134651184,,1.2938053607940674,,,
36,0.00199810485355556,549,,,,0.953125,,1.2170116901397705,,
36,,549,0.553153932094574,2.3231873512268066,,,,,1.0,0.14553850889205933
36,,554,,,0.9286458492279053,,1.3019695281982422,,,
37,,569,,,0.926562488079071,,1.2908079624176025,,,
38,,584,,,0.9427083134651184,,1.2528451681137085,,,
39,0.001992271514609456,599,,,,0.921875,,1.214375376701355,,
39,,599,0.5485668182373047,2.3293867111206055,,,,,1.0,0.1377798467874527
39,,599,,,0.9442708492279053,,1.2610973119735718,,,
40,,614,,,0.9479166865348816,,1.2366801500320435,,,
41,,629,,,0.9473958611488342,,1.258082628250122,,,
42,,644,,,0.9463541507720947,,1.2399629354476929,,,
43,0.001982521964237094,649,,,,0.890625,,1.3488857746124268,,
43,,649,0.5454792976379395,2.3506662845611572,,,,,1.0,0.1352243423461914
43,,659,,,0.949999988079071,,1.2402173280715942,,,
44,,674,,,0.9479166865348816,,1.2266987562179565,,,
45,,689,,,0.9552083611488342,,1.2104170322418213,,,
46,0.0019688948523253202,699,,,,0.890625,,1.365443229675293,,
46,,699,0.5490179061889648,2.3384296894073486,,,,,1.0,0.12096278369426727
46,,704,,,0.9390624761581421,,1.2397700548171997,,,
47,,719,,,0.9588541388511658,,1.1818757057189941,,,
48,,734,,,0.9630208611488342,,1.1792452335357666,,,
49,0.0019514440791681409,749,,,,0.9375,,1.245164394378662,,
49,,749,0.5431815385818481,2.3611679077148438,,,,,1.0,0.11569704860448837
49,,749,,,0.956250011920929,,1.1891287565231323,,,
50,,764,,,0.9515625238418579,,1.240621566772461,,,
51,,779,,,0.965624988079071,,1.168392300605774,,,
52,,794,,,0.9598958492279053,,1.1696243286132812,,,
53,0.0019302383298054338,799,,,,0.9375,,1.2652989625930786,,
53,,799,0.5439712405204773,2.3770179748535156,,,,,1.0,0.1134013682603836
53,,809,,,0.957812488079071,,1.1912411451339722,,,
54,,824,,,0.9468749761581421,,1.188775658607483,,,
55,,839,,,0.964062511920929,,1.1658107042312622,,,
56,0.0019053614232689142,849,,,,0.96875,,1.1266016960144043,,
56,,849,0.5463898777961731,2.363450765609741,,,,,1.0,0.10794899612665176
56,,854,,,0.96875,,1.1740286350250244,,,
57,,869,,,0.9651041626930237,,1.1649754047393799,,,
58,,884,,,0.9645833373069763,,1.1638346910476685,,,
59,0.0018769113812595606,899,,,,0.96875,,1.1802270412445068,,
59,,899,0.5429227948188782,2.4002585411071777,,,,,1.0,0.11417510360479355
59,,899,,,0.9723958373069763,,1.1467140913009644,,,
60,,914,,,0.9567708373069763,,1.180012583732605,,,
61,,929,,,0.9661458134651184,,1.1577682495117188,,,
62,,944,,,0.9692708253860474,,1.1386140584945679,,,
63,0.0018450005445629358,949,,,,0.984375,,1.0796531438827515,,
63,,949,0.5422998070716858,2.3925106525421143,,,,,1.0,0.10436145961284637
63,,959,,,0.96875,,1.140612244606018,,,
64,,974,,,0.9739583134651184,,1.1078873872756958,,,
65,,989,,,0.9760416746139526,,1.1235172748565674,,,
